State,County_Name,2005_Poverty_All_Ages,2005_Poverty_Percent_All_Ages,2005_Poverty_Under18,2005_Poverty_Percent_Under18,2005_Median_HH_Income
AL,Alabama,"749,592",16.9,"260,919",24.3,"36,936"
AL,Autauga County,"5,020",10.4,"1,828",14.7,"45,019"
AL,Baldwin County,"18,249",11.4,"6,778",18.9,"42,804"
AL,Barbour County,"5,694",22.4,"2,035",31.5,"29,534"
AL,Bibb County,"3,364",16.6,"1,223",24.2,"34,212"
AL,Blount County,"6,248",11.4,"2,160",16.7,"40,588"
AL,Bullock County,"3,628",38.2,"1,189",46.1,"21,728"
AL,Butler County,"4,722",23.1,"1,655",33.1,"28,058"
AL,Calhoun County,"18,450",16.9,"5,906",23.8,"35,937"
AL,Chambers County,"5,646",16.2,"1,948",23.5,"31,538"
AL,Cherokee County,"3,898",16.2,"1,307",25.5,"33,858"
AL,Chilton County,"6,627",16.1,"2,227",22.6,"36,098"
AL,Choctaw County,"3,567",24.4,"1,101",31.8,"27,512"
AL,Clarke County,"5,618",20.9,"2,146",30.4,"29,531"
AL,Clay County,"2,158",15.8,653,22,"33,512"
AL,Cleburne County,"2,217",15.5,687,21.6,"34,287"
AL,Coffee County,"6,747",15.1,"2,389",22.9,"37,025"
AL,Colbert County,"8,492",15.7,"2,769",23.5,"35,590"
AL,Conecuh County,"3,640",27.7,"1,220",38.8,"24,587"
AL,Coosa County,"2,063",18.7,630,25.9,"31,142"
AL,Covington County,"6,685",18.4,"2,160",26.5,"30,847"
AL,Crenshaw County,"3,177",23.5,"1,073",34.3,"29,410"
AL,Cullman County,"11,578",14.7,"3,525",19.8,"36,693"
AL,Dale County,"7,509",16,"2,988",23.5,"36,422"
AL,Dallas County,"15,247",34.9,"5,908",49.1,"24,936"
AL,DeKalb County,"12,847",19.4,"3,994",25,"31,501"
AL,Elmore County,"8,913",13.1,"3,474",19.9,"45,474"
AL,Escambia County,"7,729",22.2,"2,675",31,"30,600"
AL,Etowah County,"15,975",15.8,"5,327",23.2,"32,973"
AL,Fayette County,"3,185",17.9,"1,072",27,"31,720"
AL,Franklin County,"5,909",19.5,"1,858",26,"29,698"
AL,Geneva County,"5,142",20.3,"1,701",30.6,"29,492"
AL,Greene County,"3,244",33.9,"1,118",43.7,"22,436"
AL,Hale County,"5,133",30.4,"2,029",44.3,"27,535"
AL,Henry County,"2,881",17.6,944,25.5,"33,191"
AL,Houston County,"13,792",14.9,"5,072",22,"37,947"
AL,Jackson County,"9,932",18.8,"3,322",27.9,"32,208"
AL,Jefferson County,"100,709",15.7,"37,317",24.2,"41,821"
AL,Lamar County,"2,511",17,780,24.7,"30,373"
AL,Lauderdale County,"15,862",18.5,"5,006",27.2,"33,448"
AL,Lawrence County,"5,477",16,"1,768",22,"37,871"
AL,Lee County,"24,339",20.6,"4,584",17.8,"35,320"
AL,Limestone County,"8,764",13,"2,791",17.4,"40,745"
AL,Lowndes County,"3,838",29.5,"1,380",38.9,"25,590"
AL,Macon County,"6,493",32,"2,035",40.1,"23,500"
AL,Madison County,"29,958",10.3,"10,311",14.7,"50,522"
AL,Marengo County,"5,456",25.2,"1,884",32.8,"29,635"
AL,Marion County,"5,357",18.4,"1,707",26.9,"29,800"
AL,Marshall County,"15,797",18.7,"5,976",28.7,"34,668"
AL,Mobile County,"78,423",20,"31,676",30.6,"36,143"
AL,Monroe County,"5,232",22.3,"1,780",29.1,"30,964"
AL,Montgomery County,"36,323",17.4,"13,842",25.1,"39,749"
AL,Morgan County,"15,593",14,"5,768",21.5,"41,339"
AL,Perry County,"3,750",34.9,"1,483",46.3,"22,109"
AL,Pickens County,"4,649",23.3,"1,569",31.3,"28,578"
AL,Pike County,"8,194",28.6,"2,798",41.2,"27,581"
AL,Randolph County,"4,228",19.2,"1,470",27.6,"32,974"
AL,Russell County,"9,680",20,"3,451",28.2,"30,155"
AL,St. Clair County,"9,242",13.2,"3,276",19.8,"45,416"
AL,Shelby County,"10,653",6.3,"3,352",7.9,"61,563"
AL,Sumter County,"4,963",36.6,"1,637",45.3,"21,252"
AL,Talladega County,"14,835",19.3,"5,194",28.1,"33,986"
AL,Tallapoosa County,"7,185",18.2,"2,390",26.3,"32,672"
AL,Tuscaloosa County,"32,787",20.4,"9,328",25,"34,459"
AL,Walker County,"10,714",15.6,"3,525",22.7,"33,666"
AL,Washington County,"3,565",20.2,"1,216",26.9,"33,001"
AL,Wilcox County,"4,819",37.8,"1,835",48.8,"19,407"
AL,Winston County,"5,269",21.8,"1,702",32.1,"29,320"
AK,Alaska,"69,093",10.8,"25,976",14.2,"55,477"
AK,Aleutians East Borough,225,16.8,47,14.4,"47,177"
AK,Aleutians West Census Area,273,9.2,52,7.7,"60,138"
AK,Anchorage Borough,"24,292",9.2,"8,824",11.7,"61,018"
AK,Bethel Census Area,"3,340",20,"1,725",26.3,"45,504"
AK,Bristol Bay Borough,101,9.1,30,10.9,"58,017"
AK,Denali Borough,120,6.6,24,6.1,"58,019"
AK,Dillingham Census Area,"1,100",22.7,494,29.3,"43,991"
AK,Fairbanks North Star Borough,"7,368",8.9,"2,686",10.9,"55,408"
AK,Haines Borough,270,11.9,82,18.6,"41,981"
AK,Juneau Borough,"2,201",7.3,699,9.3,"67,614"
AK,Kenai Peninsula Borough,"5,657",11.2,"1,863",14.3,"48,373"
AK,Ketchikan Gateway Borough,"1,199",9.3,433,12.8,"53,152"
AK,Kodiak Island Borough,"1,095",8.6,429,11.2,"54,933"
AK,Lake and Peninsula Borough,320,20.6,149,30,"34,806"
AK,Matanuska-Susitna Borough,"8,414",11.3,"2,729",13.5,"57,134"
AK,Nome Census Area,"1,952",21.7,896,27.6,"42,623"
AK,North Slope Borough,867,12.7,410,16.3,"62,760"
AK,Northwest Arctic Borough,"1,496",20.6,743,25.1,"48,280"
AK,Prince of Wales-Outer Ketchikan Census Area,863,15.6,305,21.6,"39,247"
AK,Sitka Borough,710,8.2,241,10.8,"54,499"
AK,Skagway-Hoonah-Angoon Census Area,399,12.9,119,18.4,"42,591"
AK,Southeast Fairbanks Census Area,976,15.5,416,22.9,"46,292"
AK,Valdez-Cordova Census Area,"1,035",10.6,310,12.5,"52,864"
AK,Wade Hampton Census Area,"2,541",34,"1,478",44.2,"29,213"
AK,Wrangell-Petersburg Census Area,613,9.9,220,14.2,"48,183"
AK,Yakutat Borough,90,15.2,21,16.1,"46,505"
AK,Yukon-Koyukuk Census Area,"1,578",26.1,550,30.9,"30,907"
AZ,Arizona,"836,742",14.4,"323,003",20.9,"44,402"
AZ,Apache County,"28,285",41.7,"12,314",51.4,"26,308"
AZ,Cochise County,"20,205",16.9,"7,587",24.3,"36,296"
AZ,Coconino County,"21,717",18,"7,644",23.1,"41,446"
AZ,Gila County,"10,025",19.9,"3,868",31.5,"33,862"
AZ,Graham County,"7,036",23.7,"2,780",30.7,"33,558"
AZ,Greenlee County,958,12.8,379,18,"43,338"
AZ,La Paz County,"4,298",21.6,"1,268",32.4,"29,015"
AZ,Maricopa County,"450,439",12.6,"178,681",18.3,"48,752"
AZ,Mohave County,"28,781",15.6,"10,953",26.7,"35,320"
AZ,Navajo County,"30,443",28.8,"13,228",38.6,"31,532"
AZ,Pima County,"134,104",14.9,"47,294",21.5,"41,484"
AZ,Pinal County,"33,568",15.7,"11,524",20.8,"41,177"
AZ,Santa Cruz County,"8,485",20.4,"3,878",29.2,"33,491"
AZ,Yavapai County,"24,888",12.8,"7,470",19.3,"40,382"
AZ,Yuma County,"33,509",19.1,"14,135",27.1,"35,739"
AR,Arkansas,"461,758",17.2,"165,059",25,"35,041"
AR,Arkansas County,"3,448",17.6,"1,218",26,"34,821"
AR,Ashley County,"4,791",21,"1,746",30.7,"32,800"
AR,Baxter County,"5,643",14.3,"1,689",23.9,"31,278"
AR,Benton County,"16,681",9.1,"6,428",13.4,"48,162"
AR,Boone County,"5,572",15.9,"1,825",23.2,"33,563"
AR,Bradley County,"2,935",25.8,897,33.7,"27,543"
AR,Calhoun County,979,18,294,24.1,"31,783"
AR,Carroll County,"4,313",16.2,"1,522",25.1,"30,789"
AR,Chicot County,"4,436",36.2,"1,483",46.8,"23,546"
AR,Clark County,"4,384",21.1,"1,185",25.7,"31,437"
AR,Clay County,"3,250",19.9,939,26.1,"28,039"
AR,Cleburne County,"3,668",14.7,"1,167",24,"34,240"
AR,Cleveland County,"1,362",15.5,481,23.2,"36,535"
AR,Columbia County,"5,012",21.4,"1,621",29.8,"30,337"
AR,Conway County,"3,736",18.4,"1,252",26.1,"33,890"
AR,Craighead County,"14,488",17.3,"4,948",24.3,"34,109"
AR,Crawford County,"9,861",17.3,"3,480",23.8,"35,191"
AR,Crittenden County,"13,392",26.3,"5,518",36.1,"31,414"
AR,Cross County,"3,682",19.5,"1,376",28.6,"31,737"
AR,Dallas County,"1,721",21.5,592,31.8,"28,631"
AR,Desha County,"4,419",31.2,"1,660",44,"25,681"
AR,Drew County,"3,624",20.3,"1,168",27.6,"31,165"
AR,Faulkner County,"12,054",13.2,"3,564",15.7,"42,738"
AR,Franklin County,"2,943",16.7,"1,026",25.2,"32,978"
AR,Fulton County,"2,071",17.6,719,30.4,"28,449"
AR,Garland County,"15,163",16.6,"5,185",27.1,"32,722"
AR,Grant County,"1,925",11.3,659,17,"41,215"
AR,Greene County,"7,052",18.2,"2,467",26.3,"34,549"
AR,Hempstead County,"4,927",21.5,"1,832",31.2,"30,391"
AR,Hot Spring County,"5,165",16.9,"1,845",25.9,"34,210"
AR,Howard County,"2,484",17.6,887,24.4,"30,281"
AR,Independence County,"5,558",16.5,"1,846",23.6,"32,671"
AR,Izard County,"2,328",18.5,742,28.6,"27,339"
AR,Jackson County,"3,916",25.4,"1,360",37.5,"27,454"
AR,Jefferson County,"16,079",21.2,"6,116",30.5,"32,105"
AR,Johnson County,"4,336",18.7,"1,584",27.2,"30,545"
AR,Lafayette County,"2,025",25.7,674,36.9,"26,321"
AR,Lawrence County,"3,676",22.3,"1,287",34.1,"29,534"
AR,Lee County,"3,851",39.4,"1,327",50.9,"22,454"
AR,Lincoln County,"2,790",26.6,893,32.1,"32,186"
AR,Little River County,"2,206",17,712,23.5,"33,333"
AR,Logan County,"4,440",19.9,"1,499",28,"31,588"
AR,Lonoke County,"6,884",11.5,"2,518",16.4,"45,012"
AR,Madison County,"2,556",17.3,919,26.5,"33,660"
AR,Marion County,"3,309",20.1,"1,170",37.8,"28,531"
AR,Miller County,"8,530",20.4,"3,227",30.9,"32,408"
AR,Mississippi County,"11,230",24,"4,872",35.8,"29,822"
AR,Monroe County,"2,510",27.5,928,39.9,"27,334"
AR,Montgomery County,"1,691",18.5,619,31.9,"31,822"
AR,Nevada County,"2,203",23.9,709,31.9,"28,594"
AR,Newton County,"1,927",23,673,37.4,"27,290"
AR,Ouachita County,"5,248",19.7,"1,784",28.1,"31,401"
AR,Perry County,"1,586",15.5,555,23.5,"38,604"
AR,Phillips County,"7,984",33.7,"3,506",47.7,"24,141"
AR,Pike County,"1,882",17.4,623,24.7,"31,701"
AR,Poinsett County,"5,983",24.1,"2,161",34.8,"29,121"
AR,Polk County,"4,030",20.3,"1,512",32,"28,333"
AR,Pope County,"8,932",16.6,"2,992",23,"33,089"
AR,Prairie County,"1,660",18.6,514,27,"32,712"
AR,Pulaski County,"51,656",14.5,"19,774",22,"40,629"
AR,Randolph County,"3,213",17.8,"1,132",27.9,"30,439"
AR,St. Francis County,"7,531",30,"3,032",41.1,"27,732"
AR,Saline County,"8,253",9.3,"2,884",14,"48,487"
AR,Scott County,"2,401",21.9,900,33.5,"27,641"
AR,Searcy County,"1,722",21.8,602,38.2,"23,734"
AR,Sebastian County,"18,558",16,"7,165",24,"35,765"
AR,Sevier County,"3,178",19.6,"1,347",29.1,"33,200"
AR,Sharp County,"3,698",21.6,"1,195",34.2,"25,875"
AR,Stone County,"2,624",22.7,862,36.4,"25,105"
AR,Union County,"8,078",18.8,"2,752",26.2,"33,146"
AR,Van Buren County,"2,910",18,"1,054",32.4,"28,004"
AR,Washington County,"26,212",15.2,"8,634",19.4,"39,788"
AR,White County,"11,224",16.6,"3,603",22.3,"36,407"
AR,Woodruff County,"2,377",30,800,41.7,"26,789"
AR,Yell County,"3,593",17.2,"1,332",25.3,"31,580"
CA,California,"4,669,056",13.3,"1,761,755",18.5,"53,627"
CA,Alameda County,"166,481",11.8,"51,672",14.5,"60,937"
CA,Alpine County,191,16.6,53,26.2,"45,283"
CA,Amador County,"3,377",10,888,13.5,"52,078"
CA,Butte County,"39,786",19.2,"10,600",22.8,"36,303"
CA,Calaveras County,"4,846",10.5,"1,250",13.9,"47,639"
CA,Colusa County,"2,928",14.2,"1,183",19.9,"39,186"
CA,Contra Costa County,"81,009",8.1,"28,165",10.9,"69,463"
CA,Del Norte County,"5,547",22.5,"1,808",29.6,"32,724"
CA,El Dorado County,"12,888",7.4,"3,484",8.7,"62,199"
CA,Fresno County,"177,490",20.8,"79,607",30,"41,390"
CA,Glenn County,"4,763",17.5,"1,902",24.3,"35,707"
CA,Humboldt County,"20,367",16.5,"5,451",20.4,"33,923"
CA,Imperial County,"30,650",21.3,"12,783",27.4,"35,085"
CA,Inyo County,"2,089",11.6,646,16.4,"39,911"
CA,Kern County,"149,772",20.8,"64,618",28.3,"40,146"
CA,Kings County,"24,912",20.6,"10,090",25.4,"40,433"
CA,Lake County,"11,650",18.3,"3,864",26.7,"34,874"
CA,Lassen County,"4,280",16.9,"1,302",20,"41,423"
CA,Los Angeles County,"1,574,523",16.2,"624,433",23.3,"48,166"
CA,Madera County,"24,389",18.3,"10,763",27.3,"44,655"
CA,Marin County,"15,315",6.5,"3,767",7.7,"78,009"
CA,Mariposa County,"2,116",12.7,606,18.3,"39,891"
CA,Mendocino County,"14,524",17,"4,812",23.9,"40,149"
CA,Merced County,"43,837",18.6,"19,828",25.6,"40,039"
CA,Modoc County,"1,853",20.4,580,29.4,"29,506"
CA,Mono County,"1,133",9.3,338,12.6,"49,703"
CA,Monterey County,"54,467",14.1,"21,517",18.8,"55,723"
CA,Napa County,"9,523",7.5,"3,011",9.9,"62,836"
CA,Nevada County,"7,310",7.5,"2,005",10.4,"51,582"
CA,Orange County,"261,504",8.9,"90,936",11.6,"65,823"
CA,Placer County,"17,531",5.6,"5,166",7.1,"62,777"
CA,Plumas County,"2,452",11.6,690,16.8,"40,982"
CA,Riverside County,"219,375",11.5,"84,636",15.6,"52,029"
CA,Sacramento County,"181,110",13.6,"71,689",19.6,"51,713"
CA,San Benito County,"5,550",10.1,"2,217",13.1,"62,215"
CA,San Bernardino County,"285,275",15,"117,828",19.9,"48,761"
CA,San Diego County,"310,376",11,"116,761",15.7,"56,224"
CA,San Francisco County,"87,324",12.2,"15,809",14.8,"57,476"
CA,San Joaquin County,"94,537",14.7,"38,044",19.7,"48,828"
CA,San Luis Obispo County,"32,138",13.5,"7,151",14.3,"49,313"
CA,San Mateo County,"47,351",6.9,"13,502",8.3,"74,286"
CA,Santa Barbara County,"48,494",12.7,"16,582",17.1,"54,721"
CA,Santa Clara County,"139,059",8.4,"44,369",10.6,"76,686"
CA,Santa Cruz County,"28,303",11.8,"8,555",15.2,"57,506"
CA,Shasta County,"24,200",13.8,"8,509",20.7,"41,254"
CA,Sierra County,363,10.7,108,15.5,"39,380"
CA,Siskiyou County,"7,771",17.5,"2,584",27.4,"35,039"
CA,Solano County,"36,193",9.2,"13,593",12.2,"61,784"
CA,Sonoma County,"40,094",8.9,"11,738",10.9,"58,110"
CA,Stanislaus County,"71,595",14.5,"27,923",18.9,"46,769"
CA,Sutter County,"10,371",11.9,"3,636",15.2,"44,914"
CA,Tehama County,"10,643",17.8,"4,069",26.9,"33,903"
CA,Trinity County,"2,139",16,676,25.8,"31,434"
CA,Tulare County,"93,398",23.2,"41,831",31.7,"38,179"
CA,Tuolumne County,"6,334",12.2,"1,735",16.9,"42,381"
CA,Ventura County,"75,641",9.7,"28,950",13.5,"66,531"
CA,Yolo County,"26,728",15.2,"6,481",14.9,"49,378"
CA,Yuba County,"11,196",17.1,"4,969",25,"35,786"
CO,Colorado,"497,763",10.9,"163,374",14,"50,841"
CO,Adams County,"45,316",11.5,"17,430",15.3,"50,798"
CO,Alamosa County,"3,162",22.2,"1,229",30.5,"32,642"
CO,Arapahoe County,"47,086",9,"16,300",11.8,"55,159"
CO,Archuleta County,"1,365",11.6,471,18.6,"41,860"
CO,Baca County,737,18.5,237,28.1,"28,804"
CO,Bent County,"1,087",22.9,374,30.8,"30,166"
CO,Boulder County,"30,507",11.2,"6,297",10.3,"58,334"
CO,Broomfield County,"2,145",4.9,765,6.5,"67,067"
CO,Chaffee County,"1,987",12.8,572,19.1,"40,120"
CO,Cheyenne County,250,13,99,20.2,"39,252"
CO,Clear Creek County,629,6.9,205,10.6,"61,937"
CO,Conejos County,"1,951",23.1,768,31.4,"28,010"
CO,Costilla County,947,27.8,302,39.5,"21,920"
CO,Crowley County,"1,063",31.3,311,33.8,"27,107"
CO,Custer County,489,12.8,169,22.8,"40,946"
CO,Delta County,"4,044",14,"1,335",20.4,"35,358"
CO,Denver County,"84,627",15.6,"29,794",22.3,"42,576"
CO,Dolores County,247,13.5,67,16.7,"35,384"
CO,Douglas County,"7,259",2.9,"2,337",3.2,"90,143"
CO,Eagle County,"3,104",6.6,891,8,"63,848"
CO,Elbert County,"1,188",5.2,425,7.3,"69,074"
CO,El Paso County,"58,730",10.7,"21,096",13.9,"50,878"
CO,Fremont County,"5,845",15.2,"1,782",19.8,"36,403"
CO,Garfield County,"3,840",7.9,"1,443",10.8,"52,189"
CO,Gilpin County,268,5.5,68,7,"56,911"
CO,Grand County,"1,021",8,296,11.1,"51,043"
CO,Gunnison County,"1,804",13.6,322,12.9,"40,436"
CO,Hinsdale County,66,8.7,32,23.6,"42,012"
CO,Huerfano County,"1,558",22.8,492,34.3,"28,334"
CO,Jackson County,198,13.8,73,24.1,"34,281"
CO,Jefferson County,"37,415",7.2,"10,954",8.7,"60,996"
CO,Kiowa County,180,12.9,49,15.5,"31,289"
CO,Kit Carson County,"1,055",14.9,388,20.7,"35,157"
CO,Lake County,"1,130",14.8,392,18.7,"38,960"
CO,La Plata County,"5,071",11.1,"1,187",12.5,"46,881"
CO,Larimer County,"30,264",11.5,"6,683",10.9,"49,188"
CO,Las Animas County,"2,618",17.4,803,22.9,"32,246"
CO,Lincoln County,822,18,289,23.9,"34,960"
CO,Logan County,"2,617",14,800,16.4,"36,134"
CO,Mesa County,"15,810",12.5,"5,374",18.1,"39,750"
CO,Mineral County,94,10.1,28,17.4,"40,134"
CO,Moffat County,"1,340",10.3,451,12.7,"46,983"
CO,Montezuma County,"4,164",17.2,"1,609",25.8,"35,329"
CO,Montrose County,"4,838",13.1,"1,763",19.5,"38,911"
CO,Morgan County,"3,599",13.1,"1,494",18.4,"35,805"
CO,Otero County,"3,849",20.4,"1,496",29.7,"32,866"
CO,Ouray County,320,7.6,101,11.7,"48,855"
CO,Park County,"1,262",7.5,406,11.3,"55,589"
CO,Phillips County,501,11.2,193,16,"34,664"
CO,Pitkin County,719,4.9,129,5.4,"57,615"
CO,Prowers County,"3,058",22.5,"1,285",31.7,"31,042"
CO,Pueblo County,"26,660",18.2,"9,407",25.4,"37,129"
CO,Rio Blanco County,551,9.6,179,12.8,"44,709"
CO,Rio Grande County,"2,093",17.5,788,25.3,"34,215"
CO,Routt County,"1,306",6.2,298,6.9,"58,482"
CO,Saguache County,"2,028",29.1,919,50.9,"26,081"
CO,San Juan County,95,16.7,22,24.8,"33,462"
CO,San Miguel County,674,9.4,145,11.8,"50,324"
CO,Sedgwick County,315,12.7,116,20.4,"29,871"
CO,Summit County,"1,513",6.3,320,7.5,"56,275"
CO,Teller County,"1,472",6.8,540,10.9,"56,557"
CO,Washington County,554,12.1,202,18.8,"39,779"
CO,Weld County,"25,958",11.6,"8,105",13.2,"48,338"
CO,Yuma County,"1,296",13.5,476,18.4,"37,089"
CT,Connecticut,"282,379",8.3,"93,716",11.4,"60,840"
CT,Fairfield County,"64,208",7.3,"20,332",8.9,"71,493"
CT,Hartford County,"79,065",9.3,"26,906",13.2,"57,722"
CT,Litchfield County,"8,647",4.6,"2,277",5.4,"63,869"
CT,Middlesex County,"8,323",5.3,"2,182",6.2,"69,856"
CT,New Haven County,"88,557",10.9,"31,796",16.3,"53,577"
CT,New London County,"16,012",6.3,"5,429",9,"58,674"
CT,Tolland County,"7,583",5.7,"1,530",5.1,"72,167"
CT,Windham County,"9,983",9,"3,264",12.6,"48,630"
DE,Delaware,"84,291",10.3,"27,692",14.4,"52,508"
DE,Kent County,"15,405",11,"5,642",16.1,"47,335"
DE,New Castle County,"49,631",9.9,"15,424",12.7,"59,054"
DE,Sussex County,"19,255",11.2,"6,626",18.6,"44,632"
DC,District of Columbia,"93,799",18.3,"32,459",29.6,"48,078"
DC,District of Columbia,"93,799",18.3,"32,459",29.6,"48,078"
FL,Florida,"2,220,829",12.8,"719,164",18.1,"42,437"
FL,Alachua County,"45,649",21.8,"9,719",22.8,"35,474"
FL,Baker County,"3,204",14.5,"1,217",19.6,"43,011"
FL,Bay County,"21,549",13.7,"7,526",20.2,"40,540"
FL,Bradford County,"3,678",15.9,"1,235",21.7,"36,699"
FL,Brevard County,"52,674",10.1,"14,988",13.9,"43,403"
FL,Broward County,"196,254",11.2,"64,747",15.1,"46,618"
FL,Calhoun County,"2,442",21.2,790,27.5,"28,450"
FL,Charlotte County,"14,831",9.6,"3,850",16.2,"39,159"
FL,Citrus County,"17,542",13.3,"4,984",23.1,"34,171"
FL,Clay County,"13,660",8.1,"4,762",11.2,"54,277"
FL,Collier County,"28,896",9.6,"9,836",15.8,"52,301"
FL,Columbia County,"11,447",19,"3,892",25.9,"33,383"
FL,DeSoto County,"6,848",21.4,"2,331",31.3,"34,879"
FL,Dixie County,"3,164",24,"1,005",33.8,"28,251"
FL,Duval County,"97,784",12.1,"35,364",16.3,"44,694"
FL,Escambia County,"43,483",15.9,"16,124",23.6,"39,830"
FL,Flagler County,"7,257",9.6,"2,052",15.5,"45,355"
FL,Franklin County,"1,756",18.3,549,26.6,"30,960"
FL,Gadsden County,"7,605",17.7,"2,999",25.4,"33,246"
FL,Gilchrist County,"2,063",13.7,736,20.5,"35,286"
FL,Glades County,"1,553",15.2,482,22.8,"34,415"
FL,Gulf County,"2,147",17.6,642,24.3,"34,823"
FL,Hamilton County,"2,899",26.6,971,32.5,"28,301"
FL,Hardee County,"6,341",24.6,"2,494",32.9,"31,989"
FL,Hendry County,"8,164",22.2,"3,415",30.1,"36,211"
FL,Hernando County,"18,410",11.8,"5,662",19.4,"37,672"
FL,Highlands County,"15,519",16.6,"5,139",28.9,"31,104"
FL,Hillsborough County,"143,735",13,"50,458",17.9,"45,084"
FL,Holmes County,"3,815",21.9,"1,335",32.7,"30,778"
FL,Indian River County,"14,712",11.7,"4,165",17.7,"44,450"
FL,Jackson County,"7,045",16.9,"2,469",24.7,"32,723"
FL,Jefferson County,"2,329",18.7,698,24.8,"35,349"
FL,Lafayette County,"1,433",23.6,494,31,"31,038"
FL,Lake County,"30,960",11.4,"9,575",17.9,"40,059"
FL,Lee County,"51,185",9.5,"16,930",15.5,"46,000"
FL,Leon County,"40,089",17.2,"8,972",17.3,"42,667"
FL,Levy County,"7,215",19.4,"2,477",29.7,"29,917"
FL,Liberty County,"1,302",21.6,407,26.3,"31,896"
FL,Madison County,"4,087",23.8,"1,333",30.9,"30,029"
FL,Manatee County,"30,914",10.3,"10,056",15.9,"44,165"
FL,Marion County,"39,954",13.6,"14,083",23.1,"35,974"
FL,Martin County,"13,337",9.8,"3,727",14.8,"46,133"
FL,Miami-Dade County,"414,814",17.9,"131,556",22.8,"37,142"
FL,Monroe County,"7,908",10.6,"1,829",14.5,"47,268"
FL,Nassau County,"5,858",9.2,"1,921",13.2,"51,007"
FL,Okaloosa County,"17,248",9.8,"6,901",15.7,"49,384"
FL,Okeechobee County,"6,725",18.1,"2,411",25.5,"33,029"
FL,Orange County,"126,825",12.7,"45,360",17.4,"44,183"
FL,Osceola County,"31,732",13.9,"12,066",20.3,"40,978"
FL,Palm Beach County,"136,998",11,"43,087",15.9,"48,086"
FL,Pasco County,"47,601",11.3,"13,484",15.5,"39,327"
FL,Pinellas County,"101,259",11.2,"28,806",16,"40,669"
FL,Polk County,"73,142",13.9,"28,478",22,"39,114"
FL,Putnam County,"15,013",20.9,"5,480",31.2,"30,958"
FL,St. Johns County,"11,880",7.5,"3,066",9.2,"57,277"
FL,St. Lucie County,"29,134",12.3,"10,466",20.3,"42,048"
FL,Santa Rosa County,"12,586",9,"4,405",13.2,"47,005"
FL,Sarasota County,"32,621",9.1,"7,912",13.2,"44,789"
FL,Seminole County,"32,700",8.2,"10,571",11,"52,390"
FL,Sumter County,"7,907",14.4,"2,710",26.9,"36,194"
FL,Suwannee County,"6,598",17.5,"2,127",24.4,"33,114"
FL,Taylor County,"3,329",18.4,"1,119",25.6,"32,680"
FL,Union County,"1,962",20.3,582,21.2,"35,592"
FL,Volusia County,"54,854",11.6,"15,575",16.2,"38,457"
FL,Wakulla County,"3,103",11.8,"1,044",16.9,"41,863"
FL,Walton County,"6,245",13,"2,221",21.4,"38,799"
FL,Washington County,"3,855",18.8,"1,294",26.9,"31,104"
GA,Georgia,"1,271,409",14.5,"470,425",20.3,"45,564"
GA,Appling County,"3,613",20.6,"1,329",29.9,"32,152"
GA,Atkinson County,"2,020",25.4,858,35.3,"27,657"
GA,Bacon County,"2,193",21.8,782,30.6,"29,342"
GA,Baker County,"1,062",25.8,381,38.6,"29,610"
GA,Baldwin County,"7,258",19.7,"2,180",24.8,"36,414"
GA,Banks County,"2,120",13.3,766,19.7,"41,783"
GA,Barrow County,"6,313",10.7,"2,303",14.3,"49,829"
GA,Bartow County,"11,726",13.3,"4,567",19,"47,309"
GA,Ben Hill County,"4,150",24.6,"1,635",35.5,"28,009"
GA,Berrien County,"2,911",17.7,"1,195",28.7,"33,786"
GA,Bibb County,"34,949",23.5,"14,692",36.1,"34,872"
GA,Bleckley County,"1,901",16.8,694,24.6,"36,643"
GA,Brantley County,"2,307",15,959,25.4,"34,189"
GA,Brooks County,"3,643",23,"1,454",35.7,"28,244"
GA,Bryan County,"2,960",10.5,"1,073",14,"57,758"
GA,Bulloch County,"13,987",24.5,"3,133",24.4,"31,519"
GA,Burke County,"6,602",28.8,"2,657",38.1,"29,434"
GA,Butts County,"2,645",12.7,959,18.3,"42,829"
GA,Calhoun County,"1,453",31.4,486,36.3,"26,022"
GA,Camden County,"4,830",10.8,"2,104",15.1,"45,987"
GA,Candler County,"2,292",23.3,936,34.7,"28,232"
GA,Carroll County,"14,820",14.6,"4,861",18.7,"43,183"
GA,Catoosa County,"6,825",11.4,"2,439",16.7,"45,840"
GA,Charlton County,"2,298",24.4,797,31.5,"28,430"
GA,Chatham County,"36,001",15.8,"13,323",22.7,"42,091"
GA,Chattahoochee County,"1,907",19.5,800,19.8,"38,835"
GA,Chattooga County,"4,580",18.5,"1,359",23.1,"33,065"
GA,Cherokee County,"11,008",6,"3,870",7.8,"64,226"
GA,Clarke County,"27,551",29,"4,892",27.6,"30,627"
GA,Clay County,"1,045",33,392,49.9,"23,456"
GA,Clayton County,"36,769",14,"15,914",20.3,"41,877"
GA,Clinch County,"1,771",26.7,666,34.4,"27,912"
GA,Cobb County,"56,577",8.7,"19,031",11.2,"61,771"
GA,Coffee County,"8,707",23.2,"3,173",29.5,"31,289"
GA,Colquitt County,"9,926",23.4,"3,828",33.1,"29,259"
GA,Columbia County,"7,092",6.9,"2,330",8.5,"64,514"
GA,Cook County,"3,227",20.1,"1,257",28.9,"30,227"
GA,Coweta County,"9,475",8.7,"3,538",12.1,"55,936"
