State,County_Name,2005_Poverty_All_Ages,2005_Poverty_Percent_All_Ages,2005_Poverty_Under18,2005_Poverty_Percent_Under18,2005_Median_HH_Income
NV,Carson City,"5,634",10.7,"1,875",14.8,"47,059"
NH,New Hampshire,"96,389",7.6,"28,179",9.5,"56,557"
NH,Belknap County,"4,814",8,"1,426",11.2,"49,845"
NH,Carroll County,"3,736",8,"1,088",11.9,"49,634"
NH,Cheshire County,"6,025",8.3,"1,535",9.8,"50,824"
NH,Coos County,"3,986",12.3,"1,152",17.5,"39,558"
NH,Grafton County,"7,511",9.7,"1,929",12,"46,870"
NH,Hillsborough County,"28,833",7.4,"9,580",9.7,"60,768"
NH,Merrimack County,"9,933",7.1,"2,699",8.3,"53,654"
NH,Rockingham County,"15,163",5.2,"4,373",6.1,"66,131"
NH,Strafford County,"12,110",10.7,"3,116",12.2,"51,742"
NH,Sullivan County,"4,277",10.1,"1,282",13.8,"46,347"
NJ,New Jersey,"738,104",8.7,"249,393",11.7,"61,694"
NJ,Atlantic County,"24,852",9.4,"8,161",12.3,"49,662"
NJ,Bergen County,"49,098",5.5,"13,269",6.4,"71,253"
NJ,Burlington County,"21,553",4.9,"6,518",6.1,"68,517"
NJ,Camden County,"60,385",11.9,"23,048",17.3,"53,239"
NJ,Cape May County,"8,261",8.6,"2,710",13,"50,533"
NJ,Cumberland County,"19,443",14,"7,239",19.3,"44,398"
NJ,Essex County,"111,367",14.5,"39,878",19.1,"48,998"
NJ,Gloucester County,"17,654",6.5,"5,001",7.5,"63,616"
NJ,Hudson County,"95,968",16.2,"34,132",24.5,"44,123"
NJ,Hunterdon County,"3,185",2.5,797,2.5,"92,754"
NJ,Mercer County,"29,567",8.6,"9,645",11.2,"63,988"
NJ,Middlesex County,"56,246",7.3,"15,809",8.4,"67,902"
NJ,Monmouth County,"38,339",6.1,"12,839",8,"74,237"
NJ,Morris County,"16,396",3.4,"4,351",3.6,"84,101"
NJ,Ocean County,"40,176",7.3,"14,076",11,"52,090"
NJ,Passaic County,"67,911",14,"25,650",19.2,"50,943"
NJ,Salem County,"6,376",9.8,"2,294",14.6,"52,045"
NJ,Somerset County,"12,388",3.9,"3,463",4.2,"87,435"
NJ,Sussex County,"6,504",4.3,"1,760",4.5,"74,137"
NJ,Union County,"46,448",8.9,"16,903",12.5,"61,617"
NJ,Warren County,"5,987",5.5,"1,851",6.8,"61,040"
NM,New Mexico,"345,231",18.4,"124,352",26,"37,603"
NM,Bernalillo County,"81,184",13.8,"27,220",19.3,"42,584"
NM,Catron County,760,22.5,245,45.3,"25,917"
NM,Chaves County,"13,191",22.1,"4,952",31.5,"32,124"
NM,Cibola County,"6,139",24,"2,364",32.6,"31,670"
NM,Colfax County,"2,258",16.9,805,28.2,"33,791"
NM,Curry County,"8,666",19.5,"3,571",27.3,"33,548"
NM,DeBaca County,369,19.1,105,28.2,"27,682"
NM,Dona Ana County,"49,095",26.8,"18,479",36.4,"30,482"
NM,Eddy County,"9,814",19.5,"3,522",27,"37,001"
NM,Grant County,"5,689",19.6,"1,968",30.1,"31,041"
NM,Guadalupe County,920,24.3,262,30.4,"26,205"
NM,Harding County,122,16.5,26,24.7,"27,018"
NM,Hidalgo County,"1,354",26.9,520,38.5,"25,039"
NM,Lea County,"9,150",16.8,"3,703",24.2,"35,737"
NM,Lincoln County,"3,455",16.7,"1,242",29.9,"35,621"
NM,Los Alamos County,614,3.3,121,3,"92,439"
NM,Luna County,"8,286",31.7,"3,360",47.4,"23,130"
NM,McKinley County,"23,965",33.9,"10,552",43,"27,833"
NM,Mora County,"1,158",23,341,33.7,"26,611"
NM,Otero County,"10,670",17.4,"4,068",24.9,"34,422"
NM,Quay County,"1,963",21.8,676,35.1,"25,649"
NM,Rio Arriba County,"8,500",21.1,"2,856",27.1,"34,364"
NM,Roosevelt County,"4,245",24.7,"1,490",32.2,"29,674"
NM,Sandoval County,"12,244",11.5,"4,076",15.1,"48,087"
NM,San Juan County,"21,722",17.5,"8,464",23.5,"36,796"
NM,San Miguel County,"7,899",28.1,"2,282",34.5,"28,221"
NM,Santa Fe County,"17,634",12.8,"5,358",18.3,"45,786"
NM,Sierra County,"3,156",25.3,997,44.1,"23,902"
NM,Socorro County,"5,899",34,"1,942",45.4,"26,994"
NM,Taos County,"6,198",19.8,"1,878",28.7,"31,100"
NM,Torrance County,"4,181",25.8,"1,471",35.5,"31,673"
NM,Union County,775,20.3,250,28.7,"29,869"
NM,Valencia County,"13,954",20.8,"5,188",28.9,"38,968"
NY,New York,"2,584,485",13.9,"875,086",19.7,"49,365"
NY,Albany County,"33,187",11.9,"9,272",15.2,"49,661"
NY,Allegany County,"7,094",15.7,"2,056",19.8,"37,004"
NY,Bronx County,"376,517",28.9,"152,744",39.4,"29,331"
NY,Broome County,"29,459",15.8,"8,965",22.1,"36,965"
NY,Cattaraugus County,"11,062",14,"3,927",20.9,"37,409"
NY,Cayuga County,"9,768",12.7,"3,171",17.9,"41,767"
NY,Chautauqua County,"20,750",16,"7,053",24,"35,581"
NY,Chemung County,"12,197",14.6,"4,302",21.6,"38,008"
NY,Chenango County,"6,352",12.7,"2,146",18.6,"38,521"
NY,Clinton County,"10,480",14,"2,755",17.3,"43,251"
NY,Columbia County,"6,206",10.2,"2,068",15.6,"47,131"
NY,Cortland County,"6,895",15.3,"1,988",20,"39,337"
NY,Delaware County,"6,407",14.2,"1,923",20.6,"36,080"
NY,Dutchess County,"19,821",7.2,"5,650",8.5,"61,411"
NY,Erie County,"118,134",13.2,"38,300",18.5,"42,006"
NY,Essex County,"4,228",11.9,"1,271",17.1,"39,161"
NY,Franklin County,"6,568",14.9,"2,020",20.8,"36,090"
NY,Fulton County,"7,082",13.2,"2,358",19.8,"35,624"
NY,Genesee County,"5,155",9,"1,672",12.4,"43,092"
NY,Greene County,"5,858",12.9,"1,809",18.3,"43,110"
NY,Hamilton County,537,10.5,135,14.9,"36,403"
NY,Herkimer County,"7,922",12.7,"2,484",18.1,"37,540"
NY,Jefferson County,"15,411",14.4,"5,981",21.2,"39,006"
NY,Kings County,"543,406",22.3,"197,370",30.9,"37,098"
NY,Lewis County,"3,703",14.2,"1,291",20.8,"37,135"
NY,Livingston County,"7,481",13.1,"1,660",13.1,"46,139"
NY,Madison County,"7,331",11.3,"2,081",13.8,"44,505"
NY,Monroe County,"88,339",12.6,"30,420",17.7,"45,987"
NY,Montgomery County,"7,194",15.1,"2,522",23.2,"38,172"
NY,Nassau County,"70,726",5.4,"20,936",6.7,"79,963"
NY,New York County,"272,161",17.8,"79,387",29.9,"55,561"
NY,Niagara County,"23,547",11.1,"7,285",15,"43,420"
NY,Oneida County,"33,122",15.2,"10,607",20.9,"38,110"
NY,Onondaga County,"59,463",13.4,"19,469",18,"45,162"
NY,Ontario County,"6,835",6.8,"2,368",10.2,"47,710"
NY,Orange County,"37,594",10.5,"15,344",15.5,"61,773"
NY,Orleans County,"4,882",12.1,"1,843",18.6,"41,136"
NY,Oswego County,"18,776",15.9,"6,225",22,"41,408"
NY,Otsego County,"7,170",12.6,"1,887",16.6,"38,853"
NY,Putnam County,"3,643",3.7,"1,035",4.3,"80,242"
NY,Queens County,"267,880",12.1,"82,197",16.8,"47,486"
NY,Rensselaer County,"17,165",11.5,"5,453",16.1,"47,457"
NY,Richmond County,"49,690",10.9,"17,639",15.9,"62,279"
NY,Rockland County,"29,241",10.3,"11,866",15.1,"76,456"
NY,St. Lawrence County,"17,151",17.2,"5,092",22.6,"36,553"
NY,Saratoga County,"13,361",6.4,"3,799",8,"58,402"
NY,Schenectady County,"17,044",11.9,"5,994",17.6,"45,461"
NY,Schoharie County,"3,652",12.1,"1,082",16.7,"40,793"
NY,Schuyler County,"2,433",13.1,820,19.8,"39,367"
NY,Seneca County,"3,868",12.2,"1,277",17.7,"41,772"
NY,Steuben County,"13,085",13.6,"4,330",19.3,"38,832"
NY,Suffolk County,"74,833",5.2,"23,692",6.5,"76,697"
NY,Sullivan County,"9,387",13.1,"3,403",19.9,"44,678"
NY,Tioga County,"5,023",9.9,"1,733",14.5,"45,272"
NY,Tompkins County,"16,276",18.7,"2,329",15.6,"41,993"
NY,Ulster County,"19,529",11.5,"5,939",15.8,"49,854"
NY,Warren County,"6,223",9.7,"2,006",14.8,"46,413"
NY,Washington County,"6,726",11.4,"2,073",15.7,"41,804"
NY,Wayne County,"7,981",8.7,"2,906",12.7,"48,405"
NY,Westchester County,"74,539",8.2,"23,237",10.2,"71,472"
NY,Wyoming County,"3,922",10.3,"1,217",13.9,"43,101"
NY,Yates County,"3,010",12.8,"1,220",21,"39,573"
NC,North Carolina,"1,247,292",14.9,"438,050",20.8,"40,781"
NC,Alamance County,"16,999",12.5,"5,529",16.6,"40,675"
NC,Alexander County,"4,355",12.6,"1,510",18.5,"40,333"
NC,Alleghany County,"2,069",19.4,618,30.6,"31,362"
NC,Anson County,"5,399",23.1,"1,819",29.4,"30,017"
NC,Ashe County,"3,967",15.9,"1,166",24,"31,853"
NC,Avery County,"2,579",16.7,735,22.9,"33,188"
NC,Beaufort County,"8,340",18.4,"2,868",27,"34,765"
NC,Bertie County,"4,618",24,"1,634",34,"26,379"
NC,Bladen County,"8,068",25.2,"2,799",34.9,"29,488"
NC,Brunswick County,"12,371",14.1,"4,243",23.5,"37,921"
NC,Buncombe County,"26,344",12.5,"9,014",19.3,"40,247"
NC,Burke County,"12,441",14.6,"4,086",20.2,"34,430"
NC,Cabarrus County,"14,108",9.6,"5,216",13.5,"50,154"
NC,Caldwell County,"11,090",14.3,"3,815",21.2,"37,847"
NC,Camden County,780,8.7,227,11.3,"47,129"
NC,Carteret County,"7,799",12.8,"2,508",20.6,"42,615"
NC,Caswell County,"3,890",17.5,"1,218",23.3,"36,618"
NC,Catawba County,"19,611",13.2,"6,933",19.1,"40,017"
NC,Chatham County,"6,444",11.3,"2,046",16,"48,946"
NC,Cherokee County,"4,167",16.4,"1,319",25.6,"30,932"
NC,Chowan County,"2,755",19.4,994,29.1,"35,035"
NC,Clay County,"1,283",13.3,389,22,"34,137"
NC,Cleveland County,"17,250",18.1,"5,856",24.3,"35,906"
NC,Columbus County,"14,345",27,"4,736",34.9,"27,557"
NC,Craven County,"11,970",13.9,"4,623",19.6,"40,460"
NC,Cumberland County,"51,178",18.1,"21,588",24.6,"39,389"
NC,Currituck County,"2,287",10,775,14.7,"48,654"
NC,Dare County,"2,797",8.3,908,12.8,"48,036"
NC,Davidson County,"19,197",12.6,"6,806",18.6,"40,219"
NC,Davie County,"4,186",10.8,"1,400",15.6,"45,835"
NC,Duplin County,"11,037",21.8,"3,746",28,"31,248"
NC,Durham County,"31,976",13.8,"11,261",19.4,"45,489"
NC,Edgecombe County,"13,637",25.9,"5,238",37.1,"29,152"
NC,Forsyth County,"44,790",14.2,"17,060",21.5,"45,123"
NC,Franklin County,"7,838",14.8,"2,695",20.7,"38,867"
NC,Gaston County,"26,417",13.7,"8,493",18,"37,177"
NC,Gates County,"1,709",15.5,545,20.1,"39,219"
NC,Graham County,"1,609",20.2,506,28.7,"28,695"
NC,Granville County,"6,048",12.8,"2,062",17.1,"43,202"
NC,Greene County,"3,970",21.2,"1,397",29.4,"33,850"
NC,Guilford County,"63,653",14.9,"22,067",20.9,"42,539"
NC,Halifax County,"15,704",29.1,"6,255",44.2,"28,809"
NC,Harnett County,"16,305",16.3,"5,973",22.2,"38,272"
NC,Haywood County,"7,985",14.4,"2,673",23.5,"36,472"
NC,Henderson County,"11,171",11.7,"4,018",19.8,"38,582"
NC,Hertford County,"4,820",22.5,"1,703",32.4,"29,370"
NC,Hoke County,"6,669",16.8,"2,911",23.7,"39,248"
NC,Hyde County,"1,004",21.1,311,29.5,"31,725"
NC,Iredell County,"15,850",11.4,"5,799",16.6,"44,868"
NC,Jackson County,"5,512",17.3,"1,508",23.6,"37,789"
NC,Johnston County,"17,768",12.3,"6,455",16.8,"45,342"
NC,Jones County,"1,936",19,672,28.6,"33,722"
NC,Lee County,"8,210",15,"3,248",22.2,"40,163"
NC,Lenoir County,"11,501",20.5,"4,153",29.3,"31,493"
NC,Lincoln County,"8,449",12.3,"2,875",16.9,"45,068"
NC,McDowell County,"5,494",13.2,"1,908",19.8,"36,048"
NC,Macon County,"4,410",14,"1,482",23.9,"36,432"
NC,Madison County,"3,066",15.9,965,23.1,"32,999"
NC,Martin County,"5,484",22.6,"1,786",30,"30,430"
NC,Mecklenburg County,"90,748",11.7,"33,907",16.4,"50,484"
NC,Mitchell County,"2,600",16.7,798,25.1,"32,519"
NC,Montgomery County,"5,453",20.7,"1,986",28.9,"33,795"
NC,Moore County,"10,556",13.3,"3,536",20.3,"40,821"
NC,Nash County,"14,845",16.7,"5,088",22.4,"39,262"
NC,New Hanover County,"22,088",12.7,"6,436",17.3,"44,444"
NC,Northampton County,"5,203",25.2,"1,878",37.9,"29,563"
NC,Onslow County,"21,992",17.6,"9,393",22.5,"39,942"
NC,Orange County,"14,941",13.9,"2,668",11.6,"45,527"
NC,Pamlico County,"2,019",16.7,641,26.9,"35,842"
NC,Pasquotank County,"6,669",18.9,"2,385",25.8,"36,195"
NC,Pender County,"7,288",16.2,"2,437",24.2,"39,029"
NC,Perquimans County,"2,160",18.1,701,27.3,"33,508"
NC,Person County,"4,976",13.6,"1,671",18.9,"38,872"
NC,Pitt County,"29,749",21.9,"8,110",24.4,"34,679"
NC,Polk County,"2,115",11.3,636,16.9,"37,864"
NC,Randolph County,"19,872",14.6,"7,161",21.1,"36,824"
NC,Richmond County,"10,597",23.8,"3,976",33.7,"30,280"
NC,Robeson County,"39,404",32,"16,786",47,"27,159"
NC,Rockingham County,"13,479",14.8,"4,198",19.8,"35,620"
NC,Rowan County,"19,660",15.1,"7,214",22.4,"39,926"
NC,Rutherford County,"10,115",16.3,"3,860",25.8,"34,058"
NC,Sampson County,"11,825",19.2,"4,328",26.7,"34,469"
NC,Scotland County,"9,216",26.3,"3,449",35.9,"31,622"
NC,Stanly County,"8,555",15.1,"2,931",20.8,"37,642"
NC,Stokes County,"4,960",11,"1,684",16,"35,842"
NC,Surry County,"11,617",16.3,"4,041",23.5,"34,797"
NC,Swain County,"2,132",16.8,733,24,"33,485"
NC,Transylvania County,"3,710",13,"1,276",22.8,"39,480"
NC,Tyrrell County,989,28,311,38.1,"27,401"
NC,Union County,"16,794",10.5,"5,572",12.6,"52,947"
NC,Vance County,"9,821",23,"3,754",31.3,"32,133"
NC,Wake County,"76,084",10.4,"24,503",12.9,"57,741"
NC,Warren County,"4,779",25.4,"1,464",34,"28,740"
NC,Washington County,"3,244",24.8,"1,277",39.2,"30,878"
NC,Watauga County,"8,068",21.8,990,16.4,"32,688"
NC,Wayne County,"18,878",17.3,"7,647",25.8,"36,096"
NC,Wilkes County,"10,223",15.4,"3,375",22.4,"35,712"
NC,Wilson County,"15,289",20.6,"5,574",29.4,"35,467"
NC,Yadkin County,"4,557",12.3,"1,498",16.9,"37,907"
NC,Yancey County,"3,314",18.4,"1,033",27.9,"32,637"
ND,North Dakota,"70,588",11.6,"19,349",14.5,"40,818"
ND,Adams County,269,11.5,61,14.9,"31,601"
ND,Barnes County,"1,125",10.7,256,12.4,"39,627"
ND,Benson County,"1,975",28.8,928,41.5,"29,721"
ND,Billings County,83,10.3,16,11.5,"39,564"
ND,Bottineau County,751,11.7,188,15.8,"35,999"
ND,Bowman County,244,8.3,56,9.9,"38,175"
ND,Burke County,252,12.4,45,12.9,"31,102"
ND,Burleigh County,"6,002",8.5,"1,467",9.7,"47,080"
ND,Cass County,"13,093",10.4,"2,781",10.4,"43,936"
ND,Cavalier County,450,10.7,132,15.9,"35,453"
ND,Dickey County,672,13.3,212,18.1,"35,211"
ND,Divide County,241,11.7,55,16.4,"32,756"
ND,Dunn County,439,13,132,18,"35,107"
ND,Eddy County,278,10.9,72,14.5,"32,576"
ND,Emmons County,566,15.1,156,20.2,"29,063"
ND,Foster County,287,8.2,76,9.8,"36,515"
ND,Golden Valley County,214,13.2,63,18.9,"28,648"
ND,Grand Forks County,"7,430",12.6,"1,788",13.6,"41,507"
ND,Grant County,439,17.4,113,27,"27,679"
ND,Griggs County,247,10.1,59,13.6,"35,331"
ND,Hettinger County,299,12.7,74,17.4,"33,093"
ND,Kidder County,383,15.7,81,17.9,"30,393"
ND,LaMoure County,489,11.4,114,13.7,"37,469"
ND,Logan County,251,12.6,61,15.6,"31,899"
ND,McHenry County,796,14.7,204,19.4,"31,947"
ND,McIntosh County,430,15.2,93,19.4,"30,744"
ND,McKenzie County,869,15.8,294,22,"35,348"
ND,McLean County,"1,077",12.8,297,18.6,"37,652"
ND,Mercer County,604,7.4,130,7.5,"51,719"
ND,Morton County,"2,648",10.6,814,14.4,"39,657"
ND,Mountrail County,975,15.4,320,20.5,"34,541"
ND,Nelson County,325,10,75,13.8,"31,715"
ND,Oliver County,195,10.8,55,14.7,"45,376"
ND,Pembina County,766,9.8,182,12,"37,531"
ND,Pierce County,550,13.3,155,17.5,"29,971"
ND,Ramsey County,"1,384",12.7,478,19.2,"38,404"
ND,Ransom County,542,9.8,124,10.3,"42,714"
ND,Renville County,237,10.1,59,13.3,"36,748"
ND,Richland County,"1,665",10.3,418,11.4,"41,236"
ND,Rolette County,"3,525",25.9,"1,499",34.6,"29,748"
ND,Sargent County,305,7.4,77,8.3,"45,376"
ND,Sheridan County,280,19.9,59,27.9,"29,229"
ND,Sioux County,"1,687",41.4,737,50.1,"25,720"
ND,Slope County,85,12,18,13.7,"30,729"
ND,Stark County,"2,226",10.6,595,13,"39,078"
ND,Steele County,155,7.8,49,12,"40,106"
ND,Stutsman County,"2,260",11.8,547,14.1,"38,862"
ND,Towner County,241,9.8,63,14.1,"35,623"
ND,Traill County,717,9.1,185,10.9,"42,577"
ND,Walsh County,"1,276",11.4,349,14.7,"36,877"
ND,Ward County,"5,448",10.2,"1,712",12.9,"40,901"
ND,Wells County,565,12.7,121,15,"35,790"
ND,Williams County,"2,276",12.2,655,16.1,"39,921"
OH,Ohio,"1,442,421",13,"501,341",18.5,"43,547"
OH,Adams County,"5,735",20.5,"1,997",29.1,"32,279"
OH,Allen County,"13,587",13.4,"4,865",18.5,"41,270"
OH,Ashland County,"6,515",12.7,"2,142",17.4,"41,460"
OH,Ashtabula County,"15,370",15.3,"5,595",23.2,"37,515"
OH,Athens County,"17,064",31.5,"2,850",28.7,"29,614"
OH,Auglaize County,"3,272",7.1,"1,062",9.3,"48,568"
OH,Belmont County,"10,535",16.1,"3,051",22.7,"34,044"
OH,Brown County,"6,145",14.1,"2,293",21,"39,978"
OH,Butler County,"39,779",11.8,"12,260",14.5,"50,615"
OH,Carroll County,"3,638",12.6,"1,306",20.3,"37,948"
OH,Champaign County,"3,513",9.1,"1,278",13.5,"47,604"
OH,Clark County,"20,730",15,"7,930",23.8,"40,612"
OH,Clermont County,"15,853",8.4,"5,728",11.8,"51,456"
OH,Clinton County,"4,517",10.9,"1,517",14.7,"44,018"
OH,Columbiana County,"16,295",15.3,"5,598",23.2,"36,949"
OH,Coshocton County,"4,492",12.4,"1,536",17.7,"37,046"
OH,Crawford County,"5,031",11.2,"1,810",17.3,"39,871"
OH,Cuyahoga County,"222,892",17.1,"81,891",25.8,"39,908"
OH,Darke County,"4,435",8.6,"1,450",11.6,"42,706"
OH,Defiance County,"3,228",8.4,"1,057",11.5,"46,851"
OH,Delaware County,"6,558",4.5,"2,056",5.4,"76,214"
OH,Erie County,"8,847",11.6,"2,987",17,"43,681"
OH,Fairfield County,"10,389",7.7,"3,440",10.4,"51,631"
OH,Fayette County,"3,658",13.4,"1,302",19.6,"40,928"
OH,Franklin County,"156,226",14.7,"55,369",20.4,"45,463"
OH,Fulton County,"2,989",7.1,987,9.1,"48,838"
OH,Gallia County,"6,943",22.8,"2,357",33.2,"33,074"
OH,Geauga County,"5,055",5.4,"1,841",7.8,"67,891"
OH,Greene County,"13,459",9.4,"3,772",11.4,"55,451"
OH,Guernsey County,"6,955",17.2,"2,601",26.6,"33,131"
OH,Hamilton County,"110,189",14,"39,445",19.9,"44,033"
OH,Hancock County,"6,826",9.6,"1,976",11.5,"46,388"
OH,Hardin County,"4,556",15.4,"1,164",16.7,"36,910"
OH,Harrison County,"2,348",15,766,22.3,"33,334"
OH,Henry County,"2,034",7.1,714,10,"49,256"
OH,Highland County,"5,164",12.3,"1,951",18.3,"38,360"
OH,Hocking County,"4,358",15.5,"1,549",23.2,"38,246"
OH,Holmes County,"4,683",11.5,"2,407",17.1,"42,717"
OH,Huron County,"6,514",10.9,"2,552",16.3,"42,861"
OH,Jackson County,"5,436",16.5,"1,876",24.1,"34,391"
OH,Jefferson County,"11,154",16.3,"3,302",23.6,"34,387"
OH,Knox County,"6,319",11.6,"2,194",16.8,"43,707"
OH,Lake County,"17,758",7.8,"5,877",11.4,"49,227"
OH,Lawrence County,"12,649",20.3,"4,215",29.6,"31,193"
OH,Licking County,"15,454",10.2,"4,968",13.4,"49,532"
OH,Logan County,"5,227",11.4,"2,005",17.6,"45,309"
OH,Lorain County,"33,603",11.7,"12,167",17,"48,007"
OH,Lucas County,"76,191",17.5,"28,653",25.7,"40,513"
OH,Madison County,"3,553",9.7,"1,205",13.1,"49,932"
OH,Mahoning County,"34,264",14.3,"11,906",22,"36,648"
OH,Marion County,"8,951",14.7,"2,982",20.6,"39,428"
OH,Medina County,"8,959",5.4,"2,849",7,"61,907"
OH,Meigs County,"4,563",19.9,"1,582",31.4,"30,110"
OH,Mercer County,"2,918",7.2,963,8.9,"46,162"
OH,Miami County,"8,193",8.2,"2,827",11.9,"46,591"
OH,Monroe County,"2,661",18.3,789,25.8,"30,238"
OH,Montgomery County,"77,722",14.7,"29,038",22.6,"41,249"
OH,Morgan County,"2,655",18,926,26.9,"32,337"
OH,Morrow County,"3,343",9.9,"1,217",14.9,"43,614"
OH,Muskingum County,"12,543",15.2,"4,683",23.1,"37,368"
OH,Noble County,"1,707",14.5,503,18.5,"34,483"
OH,Ottawa County,"2,977",7.3,870,10.4,"50,105"
OH,Paulding County,"1,762",9.1,619,13.3,"42,412"
OH,Perry County,"4,916",14.1,"2,009",22.6,"37,436"
OH,Pickaway County,"5,442",11.3,"1,947",16.6,"47,559"
OH,Pike County,"5,900",21.4,"2,123",30.6,"33,575"
OH,Portage County,"15,991",10.9,"4,268",13.1,"47,083"
OH,Preble County,"3,656",8.7,"1,270",13,"44,273"
OH,Putnam County,"2,069",6,674,7.3,"50,262"
OH,Richland County,"14,658",12.1,"5,342",18.4,"39,841"
OH,Ross County,"10,053",14.5,"3,354",20.5,"38,285"
OH,Sandusky County,"5,361",8.9,"1,850",12.5,"44,646"
OH,Scioto County,"18,523",25.3,"6,307",36.4,"29,929"
OH,Seneca County,"6,019",10.8,"1,902",14.2,"41,361"
OH,Shelby County,"4,396",9.2,"1,773",13.6,"47,596"
OH,Stark County,"44,264",12,"15,502",17.8,"42,343"
OH,Summit County,"62,043",11.6,"20,529",16,"44,248"
OH,Trumbull County,"24,770",11.5,"8,645",17.7,"40,916"
OH,Tuscarawas County,"8,714",9.6,"3,006",14.1,"39,260"
OH,Union County,"2,661",6.2,906,7.8,"64,095"
OH,Van Wert County,"2,067",7.2,693,10.1,"44,270"
OH,Vinton County,"2,722",20.6,996,30.2,"32,977"
OH,Warren County,"9,501",5,"2,795",5.6,"63,870"
OH,Washington County,"7,990",13.3,"2,432",18.4,"36,933"
OH,Wayne County,"11,541",10.5,"4,138",14.5,"44,320"
OH,Williams County,"3,444",9.2,"1,150",12.9,"43,189"
OH,Wood County,"13,261",11.5,"2,591",10.3,"47,419"
OH,Wyandot County,"1,520",6.8,471,8.9,"43,113"
OK,Oklahoma,"562,026",16.4,"192,561",23,"37,020"
OK,Adair County,"4,819",22.4,"1,803",30.1,"28,594"
OK,Alfalfa County,747,16,196,21.1,"32,845"
OK,Atoka County,"2,903",22.8,932,30.7,"29,424"
OK,Beaver County,642,12.2,226,17.8,"39,989"
OK,Beckham County,"3,213",17.5,"1,074",24,"32,250"
OK,Blaine County,"2,222",21.7,693,28.1,"30,453"
OK,Bryan County,"8,056",21.9,"2,576",30.1,"29,157"
OK,Caddo County,"6,065",21.2,"2,164",29.3,"33,974"
OK,Canadian County,"8,241",8.6,"2,583",11.1,"50,674"
OK,Carter County,"7,783",17,"2,801",25.1,"33,778"
OK,Cherokee County,"8,992",21.2,"2,874",27.9,"29,761"
OK,Choctaw County,"4,138",27.6,"1,385",38.2,"25,796"
OK,Cimarron County,476,17.1,174,25,"29,781"
OK,Cleveland County,"24,984",11.6,"5,701",12,"45,645"
OK,Coal County,"1,361",24.2,467,34.1,"25,281"
OK,Comanche County,"17,963",17.6,"7,066",23.3,"38,720"
OK,Cotton County,"1,153",18,336,22.1,"30,846"
OK,Craig County,"2,237",16.1,827,24.6,"36,233"
OK,Creek County,"8,792",13,"2,954",18.1,"36,563"
OK,Custer County,"4,803",20.2,"1,299",24.1,"32,349"
OK,Delaware County,"7,348",19.1,"2,539",30.1,"31,796"
OK,Dewey County,621,14.1,188,21.2,"34,243"
OK,Ellis County,501,12.9,167,20.6,"32,579"
OK,Garfield County,"7,671",14,"2,739",20.3,"36,266"
OK,Garvin County,"4,402",16.6,"1,492",24.6,"32,413"
OK,Grady County,"7,995",16.6,"2,660",23.2,"38,488"
OK,Grant County,681,14.6,206,20.9,"33,236"
OK,Greer County,"1,185",24.8,326,32.7,"28,504"
OK,Harmon County,809,28.2,270,40.9,"24,639"
OK,Harper County,347,10.6,102,15.9,"37,683"
OK,Haskell County,"2,616",21.8,879,30.8,"27,328"
OK,Hughes County,"3,391",27.2,"1,024",35.3,"24,973"
OK,Jackson County,"5,074",19.8,"2,207",29.7,"35,996"
OK,Jefferson County,"1,338",22,435,31.2,"26,103"
OK,Johnston County,"2,034",20.4,659,28.3,"28,405"
OK,Kay County,"8,196",18.1,"3,093",27.4,"32,984"
OK,Kingfisher County,"1,460",10.4,484,14.4,"42,725"
OK,Kiowa County,"1,965",20.7,631,29.9,"27,284"
OK,Latimer County,"1,997",20.2,644,27.5,"29,100"
OK,Le Flore County,"10,885",22.8,"3,746",31.4,"30,524"
OK,Lincoln County,"4,629",14.6,"1,624",21.3,"34,711"
OK,Logan County,"4,431",13,"1,354",17.2,"41,091"
OK,Love County,"1,312",14.6,461,22.8,"35,462"
OK,McClain County,"3,434",11.5,"1,125",16.2,"43,352"
OK,McCurtain County,"8,076",24.2,"3,089",35.4,"27,950"
OK,McIntosh County,"4,028",20.6,"1,291",31.7,"27,916"
OK,Major County,922,12.8,256,17.3,"34,006"
OK,Marshall County,"2,393",16.9,766,24.7,"30,053"
OK,Mayes County,"6,049",15.6,"2,194",23.8,"33,849"
OK,Murray County,"1,851",14.8,633,22.7,"33,507"
OK,Muskogee County,"13,345",19.9,"4,767",29,"31,525"
OK,Noble County,"1,575",14.5,529,20.3,"37,846"
OK,Nowata County,"1,646",15.5,576,23.4,"33,349"
OK,Okfuskee County,"2,500",24.3,805,33.4,"27,110"
OK,Oklahoma County,"116,676",17.6,"42,488",25.2,"37,484"
OK,Okmulgee County,"9,439",24.4,"3,410",35.8,"29,978"
OK,Osage County,"6,766",15.5,"2,300",23.2,"37,971"
OK,Ottawa County,"5,978",18.9,"1,977",26.2,"29,563"
OK,Pawnee County,"2,685",16.1,930,23.8,"33,840"
OK,Payne County,"15,676",25.9,"2,631",22.6,"31,057"
OK,Pittsburg County,"7,506",18.1,"2,437",26.7,"32,835"
OK,Pontotoc County,"6,243",18.3,"1,933",24,"30,916"
OK,Pottawatomie County,"12,054",18.6,"4,381",28,"34,578"
OK,Pushmataha County,"2,759",24.1,943,35.9,"25,542"
OK,Roger Mills County,392,12,117,16.8,"38,655"
OK,Rogers County,"6,335",8,"2,290",11.7,"49,926"
